id,location,position,experience,e_none,e_sma,e_smu/smk/stm,e_sp,e_d3,e_d4,e_s1,e_dp,e_gp,e_s2,e_s3,type,gig1,gig2,perks,turn_time,size,industry,salary
27751,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,",",,,Umum & Grosir,12500000.0
12540,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Staf / Administrasi umum,Sumber Daya Manusia/Personalia,",",,,Umum & Grosir,4150000.0
2038,Samarinda,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",3,50,Akunting / Audit / Layanan Pajak,4700000.0
21875,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,IT-Admin Jaringan/Sistem/Database,Komputer/Teknologi Informasi,"Tip,Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),Bonus,",22,200,Umum & Grosir,2750000.0
24716,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),Jamsostek,",26,200,Komputer/Teknik Informatika (Perangkat Lunak),5500000.0
21397,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,",",,50,Lainnya,4500000.0
4003,Jakarta Selatan,CEO/GM/Direktur/Manajer Senior,5,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Periklanan,Seni/Media/Komunikasi,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",25,200,Percetakan/Penerbitan,11500000.0
10749,Tangerang,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Kontrak,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,",",,,Makanan & Minuman/Katering/Restoran,1600000.0
3750,Jakarta Selatan,Manajer/Asisten Manajer,3,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Tip,",,50,Retail/Merchandise,13500000.0
7195,Jakarta Selatan,Supervisor/Koordinator,5,0,0,0,0,0,0,1,0,0,0,0,Kontrak,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",27,50,Komputer/Teknik Informatika (Perangkat Lunak),14000000.0
10553,Bandung,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,IT-Admin Jaringan/Sistem/Database,Komputer/Teknologi Informasi,"Asuransi Gigi,Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",29,1000,Telekomunikasi,3700000.0
7196,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,0,0,0,0,0,Kontrak,Teknik Lainnya,Teknik,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),BPJS Kesehatan,",,200,Konstruksi/Bangunan/Teknik,4800000.0
7029,Jawa Tengah,Supervisor/Koordinator,5,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi kesehatan,Kasual (contoh: Kaos),",,200,Manufaktur/Produksi,6000000.0
13775,Tangerang,Pegawai (non-manajemen & non-supervisor),5,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,500,Produk Konsumen/Barang konsumen yang bergerak cepat,15000000.0
13218,Jakarta Utara,Pegawai (non-manajemen & non-supervisor),3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"BPJS,Business, Uniform,Monday - Friday,",,50,Umum & Grosir,7700000.0
6789,Jakarta Selatan,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",29,2000,Produk Konsumen/Barang konsumen yang bergerak cepat,7200000.0
4630,Tangerang,Manajer/Asisten Manajer,6,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Company Uniform,",27,5000,Manufaktur/Produksi,20400000.0
23892,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Telesales/Telemarketing,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,50,Komputer/Teknik Informatika (Perangkat Lunak),4200000.0
21945,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",27,500,Makanan & Minuman/Katering/Restoran,3375000.0
7895,Balikpapan,Pegawai (non-manajemen & non-supervisor),,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Pendidikan,Pendidikan/Pelatihan,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",19,50,Pendidikan,5000000.0
24905,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,1,1,1,1,1,0,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",3,50,Konsultasi (Bisnis & Manajemen),10000000.0
11774,Cikupa,Manajer/Asisten Manajer,10,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Logistik/Rantai Pasokan,Pelayanan,"Tip,Asuransi kesehatan,Jam Bekerja yang Panjang,Kasual (contoh: Kaos),",16,,Lainnya,11500000.0
24422,Depok,Pegawai (non-manajemen & non-supervisor),,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi kesehatan,Pinjaman,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",4,200,BioTeknologi/Farmasi/Riset klinik,4400000.0
14649,Depok,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Kontrak,Praktisi/Asisten Medis,Layanan Kesehatan,"Bisnis (contoh: Kemeja),",,500,Kesehatan/Medis,3000000.0
9716,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Tip,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",,,Transportasi/Logistik,12500000.0
22476,Pontianak,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,0,0,0,0,0,Kontrak,Penjualan Ritel,Penjualan / Pemasaran,"Tunjangan Pendidikan,Tip,Monday-Saturday,",,200,Automobil/Mesin Tambahan Automotif/Kendaraan,3018000.0
31036,Jakarta Raya,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",24,5000,Retail/Merchandise,7800000.0
11632,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Seni / Desain Kreatif,Seni/Media/Komunikasi,",",14,50,Transportasi/Logistik,4500000.0
14632,Surabaya,Pegawai (non-manajemen & non-supervisor),3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Teknik Sipil/Konstruksi Bangunan,Bangunan/Konstruksi,"Bisnis (contoh: Kemeja),Senin-Sabtu,",30,500,Percetakan/Penerbitan,7000000.0
18494,Palembang,Manajer/Asisten Manajer,3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Teknik Elektronika,Teknik,"Tip,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",25,200,Umum & Grosir,11500000.0
13229,Tangerang,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",29,50,BioTeknologi/Farmasi/Riset klinik,5500000.0
2822,Jakarta Raya,Manajer/Asisten Manajer,4,0,0,0,1,1,1,0,0,0,0,0,Paruh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi Gigi,Tunjangan Pendidikan,Asuransi kesehatan,Pinjaman,Olahraga (contoh: pusat kebugaran),Parkir,Penglihatan,Waktu regular, Senin - Jumat,",,500,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",10.0
29278,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,",29,200,Lainnya,8000000.0
3424,Bogor,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Seni / Desain Kreatif,Seni/Media/Komunikasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),BPJS Ketenagakerjaan,",,200,Properti/Real Estate,4900000.0
30572,Jakarta Utara,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Audit & Pajak,Akuntansi / Keuangan,",",,,Retail/Merchandise,3000000.0
4622,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Teknik Elektro,Teknik,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",25,1000,Konsultasi (Bisnis & Manajemen),4600000.0
16691,Bangka Belitung,Supervisor/Koordinator,2,0,0,0,1,1,1,1,0,0,0,0,Kontrak,Penjualan Ritel,Penjualan / Pemasaran,"Tip,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",26,200,Lainnya,6000000.0
26383,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),,1,0,0,0,0,0,0,0,0,0,0,Magang,Pengacara / Asisten Legal,Pelayanan,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",22,50,Perbankan/Pelayanan Keuangan,2160000.0
11102,Jakarta Raya,Supervisor/Koordinator,1,0,0,0,1,1,1,0,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,",,50,Pameran/Manajemen acara/PIKP,6000000.0
1050,Surabaya,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Teknik/Teknikal/IT,Penjualan / Pemasaran,"Formil (contoh: Kemeja + Dasi),Monday - Saturday,",21,200,Industri Berat/Mesin/Peralatan,6000000.0
5620,Jambi,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,",",,,Makanan & Minuman/Katering/Restoran,2160000.0
19695,Jakarta Raya,Supervisor/Koordinator,3,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,200,Lainnya,14400000.0
22619,Jakarta Raya,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Tip,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",,50,Manajemen/Konsulting HR,9500000.0
13490,Tangerang,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Parkir,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",,50,Makanan & Minuman/Katering/Restoran,5500000.0
25791,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,IT-Admin Jaringan/Sistem/Database,Komputer/Teknologi Informasi,"Asuransi kesehatan,Penglihatan,Waktu regular, Senin - Jumat,",21,500,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",7000000.0
15596,Jakarta Barat,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Waktu regular, Senin - Jumat,Smart Casual,",,500,Retail/Merchandise,4000000.0
25133,Surabaya,CEO/GM/Direktur/Manajer Senior,4,0,0,0,0,0,0,1,0,0,0,0,Kontrak,Telesales/Telemarketing,Penjualan / Pemasaran,"Tip,Bisnis (contoh: Kemeja),Senin - Sabtu,",29,200,Perawatan/Kecantikan/Fitnes,9600000.0
3226,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Lainnya/Kategori tidak tersedia,Lainnya,"Asuransi Gigi,Asuransi kesehatan,Penglihatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",23,1000,Telekomunikasi,15000000.0
8073,Cianjur,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,"Asuransi Gigi,Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",14,2000,Asuransi,4000000.0
23431,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Lainnya/Kategori tidak tersedia,Lainnya,",",24,200,Telekomunikasi,6750000.0
9074,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,1,1,0,0,0,1,1,1,1,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),Lunch BPJS Career Path,",4,200,Komputer/Teknik Informatika (Perangkat Lunak),5500000.0
3580,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),3,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Asuransi Gigi,Asuransi kesehatan,Pinjaman,Penglihatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",29,500,Umum & Grosir,13000000.0
31590,Jakarta Pusat,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,0,0,0,0,0,Penuh Waktu,Telesales/Telemarketing,Penjualan / Pemasaran,",",9,200,Umum & Grosir,4650000.0
1208,Jakarta Utara,Supervisor/Koordinator,1,1,0,0,0,0,0,0,0,0,0,0,Kontrak,Logistik/Rantai Pasokan,Pelayanan,"Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",,50,Umum & Grosir,3500000.0
19605,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),3,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Teknik Sipil/Konstruksi Bangunan,Bangunan/Konstruksi,"Tunjangan Pendidikan,-,-,",,200,Manufaktur/Produksi,4800000.0
30887,Jakarta Raya,Manajer/Asisten Manajer,10,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Audit & Pajak,Akuntansi / Keuangan,",",30,200,Manajemen/Konsulting HR,35000000.0
7709,Tangerang,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Akuntansi Umum / Pembiayaan,Akuntansi / Keuangan,"Asuransi kesehatan,Bisnis (contoh: Kemeja),",28,50,Properti/Real Estate,4750000.0
21522,Tangerang,Pegawai (non-manajemen & non-supervisor),3,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,Sekretaris,Sumber Daya Manusia/Personalia,",",19,50,Manajemen/Konsulting HR,15000000.0
29067,Bekasi,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Asuransi Gigi,Asuransi kesehatan,Pinjaman,Penglihatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",29,500,Umum & Grosir,5300000.0
19185,Tangerang,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,0,0,0,0,0,Kontrak,IT-Perangkat Keras,Komputer/Teknologi Informasi,"Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",26,2000,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",4700000.0
19414,Jawa Timur,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Audit & Pajak,Akuntansi / Keuangan,"Asuransi kesehatan,Parkir,Bisnis (contoh: Kemeja),",,,Umum & Grosir,4650000.0
17160,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",25,200,Umum & Grosir,5160000.0
17784,Sulawesi Tengah,Supervisor/Koordinator,,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Aktuaria/Statistik,Sains,"Asuransi Gigi,Tip,Asuransi kesehatan,Pinjaman,Parkir,Bisnis (contoh: Kemeja),Senin-Sabtu,",17,5000,Perbankan/Pelayanan Keuangan,3400000.0
23078,Lampung,Pegawai (non-manajemen & non-supervisor),2,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",27,1000,Perbankan/Pelayanan Keuangan,4500000.0
26757,Tangerang,Pegawai (non-manajemen & non-supervisor),2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Periklanan,Seni/Media/Komunikasi,"Tip,Asuransi kesehatan,Parkir,Formil (contoh: Kemeja + Dasi),BPJS Ketenagakerjaan,",,200,Kesehatan/Medis,6250000.0
13092,Yogyakarta,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Tip,Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",18,500,Komputer/Teknik Informatika (Perangkat Lunak),3000000.0
22032,Jakarta Barat,Supervisor/Koordinator,5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Digital Marketing,Penjualan / Pemasaran,"Tip,Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",15,50,Umum & Grosir,6000000.0
5498,Jawa Timur,Pegawai (non-manajemen & non-supervisor),2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Staf / Administrasi umum,Sumber Daya Manusia/Personalia,",",,,Lainnya,3000000.0
1290,Jakarta Selatan,Supervisor/Koordinator,5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Business, Uniform,",29,1000,Automobil/Mesin Tambahan Automotif/Kendaraan,6680500.0
10560,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),1,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",15,200,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",9000000.0
12243,Bali,Pegawai (non-manajemen & non-supervisor),5,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Tunjangan Pendidikan,Tip,Asuransi kesehatan,Olahraga (contoh: pusat kebugaran),Parkir,Penglihatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",6,50,Komputer/Teknik Informatika (Perangkat Lunak),20000000.0
26200,Banten,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Sekretaris,Sumber Daya Manusia/Personalia,",",,,Konsultasi (Bisnis & Manajemen),3750000.0
8814,Jakarta Selatan,Manajer/Asisten Manajer,10,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Pengacara / Asisten Legal,Pelayanan,"Asuransi Gigi,Asuransi kesehatan,Waktu regular, Senin - Jumat,",28,200,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",35000000.0
27974,Jakarta Barat,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,1,1,1,1,1,1,0,0,0,0,Magang,Digital Marketing,Penjualan / Pemasaran,"Kasual (contoh: Kaos),",13,500,Retail/Merchandise,1200000.0
13917,Jawa Tengah,Pegawai (non-manajemen & non-supervisor),1,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Angkatan Bersenjata,Pelayanan,"Tip,Asuransi kesehatan,Parkir,Bisnis (contoh: Kemeja),",,500,Lainnya,3402000.0
14285,Depok,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Pembelian/Manajemen Material,Manufaktur,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,200,Konsultasi (Bisnis & Manajemen),5400000.0
598,Bali,Supervisor/Koordinator,5,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan - Korporasi,Penjualan / Pemasaran,"Tip,Bisnis (contoh: Kemeja),",22,50,Industri Berat/Mesin/Peralatan,9200000.0
19700,Jakarta Raya,Supervisor/Koordinator,4,0,0,0,0,0,0,1,1,1,1,0,Penuh Waktu,Logistik/Rantai Pasokan,Pelayanan,",",19,50,Manajemen/Konsulting HR,14000000.0
18894,Jakarta Raya,Supervisor/Koordinator,,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,",",,,,7650000.0
18357,Makassar,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Seni / Desain Kreatif,Seni/Media/Komunikasi,"Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",,50,Retail/Merchandise,2900000.0
27988,Kuta,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Bisnis (contoh: Kemeja),senin - sabtu,",29,200,Umum & Grosir,2700000.0
27,Jakarta Pusat,Manajer/Asisten Manajer,2,1,0,0,0,0,0,0,0,0,0,0,Penuh Waktu,Pemasaran/Pengembangan Bisnis,Penjualan / Pemasaran,"Asuransi Gigi,Asuransi kesehatan,Parkir,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",29,200,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",15000000.0
7823,Bandung,Supervisor/Koordinator,4,0,0,0,1,1,1,1,1,1,1,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Tip,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,200,Umum & Grosir,15000000.0
29103,Jakarta Barat,Supervisor/Koordinator,1,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Staf / Administrasi umum,Sumber Daya Manusia/Personalia,"Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",,50,Properti/Real Estate,7250000.0
22185,Jawa Timur,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Kasual (contoh: Kaos),",,200,Retail/Merchandise,3750000.0
10524,Jawa Timur,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Kasual (contoh: Kaos),",,200,Retail/Merchandise,3750000.0
8823,Jakarta Raya,Pegawai (non-manajemen & non-supervisor),3,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,IT-Perangkat Lunak,Komputer/Teknologi Informasi,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",,50,Umum & Grosir,7500000.0
9675,Bogor,Manajer/Asisten Manajer,11,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Pembelian/Manajemen Material,Manufaktur,",",23,500,Manajemen/Konsulting HR,14500000.0
25245,Tuban,Pegawai (non-manajemen & non-supervisor),1,0,1,1,1,1,1,1,0,0,0,0,Penuh Waktu,Penjualan Ritel,Penjualan / Pemasaran,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Kasual (contoh: Kaos),",16,500,Perbankan/Pelayanan Keuangan,4500000.0
13459,Bekasi,Supervisor/Koordinator,2,0,0,0,0,0,0,1,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",26,200,Konstruksi/Bangunan/Teknik,6425000.0
4919,Medan,Pegawai (non-manajemen & non-supervisor),1,0,0,0,1,1,1,0,0,0,0,0,Kontrak,Penjualan - Jasa Keuangan,Penjualan / Pemasaran,"Asuransi Gigi,Tip,Asuransi kesehatan,Waktu regular, Senin - Jumat,Formil (contoh: Kemeja + Dasi),",25,200,Asuransi,4025000.0
2646,Jakarta Selatan,Pegawai (non-manajemen & non-supervisor),,0,1,1,0,0,0,0,0,0,0,0,Penuh Waktu,Makanan/Minuman/Pelayanan Restoran,Hotel/Restoran,"Jam Bekerja yang Panjang,Kasual (contoh: Kaos),",28,50,Makanan & Minuman/Katering/Restoran,2375000.0
770,Jakarta Selatan,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,0,0,0,1,1,1,1,0,0,0,0,Penuh Waktu,Sumber Daya Manusia / HR,Sumber Daya Manusia/Personalia,"Asuransi kesehatan,Waktu regular, Senin - Jumat,Bisnis (contoh: Kemeja),",15,200,Konsultasi (Bisnis & Manajemen),4500000.0
