id,position,experience,e_none,e_sma,e_smu/smk/stm,e_sp,e_d3,e_d4,e_s1,e_dp,e_gp,e_s2,e_s3,gig1,gig2,industry,salary
25340,IDR,Manajer/Asisten,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Lainnya,12500000.0
14202,IDR,Supervisor/Koordinator,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior",Pelayanan Arsitek/Desain Interior,8500000.0
6540,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Manufaktur/Produksi,7250000.0
31133,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Manufaktur,Manufaktur",Manufaktur/Produksi,6500000.0
24991,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Kontrak,"Manufaktur,Pembelian/Manajemen Material",Manufaktur/Produksi,4000000.0
10303,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Komputer/Teknik Informatika (Perangkat Lunak),12000000.0
25231,IDR,Lulusan,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Perbankan / Jasa Finansial ",Perbankan/Pelayanan Keuangan,3800000.0
23022,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Industri Berat/Mesin/Peralatan,5250000.0
6992,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),21500000.0
13046,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Kesehatan/Medis,4550000.0
9396,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Bangunan/Konstruksi,Survei Kuantitas",Manajemen/Konsulting HR,5500000.0
21559,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,0,0,1,1,1,0,0,0,0,Kontrak,"Sains,Biomedis",BioTeknologi/Farmasi/Riset klinik,5160000.0
24006,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Manufaktur,Penjaminan Kualitas / QA",Industri Berat/Mesin/Peralatan,4800000.0
17380,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",,4500000.0
22825,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Manufaktur,Pemeliharaan",Manufaktur/Produksi,3105000.0
21986,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Perbankan / Jasa Finansial ",Perbankan/Pelayanan Keuangan,15000000.0
12223,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,1,1,1,1,1,0,0,0,0,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",Perbankan/Pelayanan Keuangan,3750000.0
2548,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Perbankan/Pelayanan Keuangan,5250000.0
19446,IDR,Manajer/Asisten,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2), Doktor (S3)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Manufaktur,Manufaktur",Pertambangan,13500000.0
672,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Konstruksi/Bangunan/Teknik,7000000.0
14885,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Pendidikan/Pelatihan,Pendidikan",Pendidikan,9000000.0
31028,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Manajemen/Konsulting HR,6000000.0
3228,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Kontrak,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Konstruksi/Bangunan/Teknik,4320930.0
15087,IDR,Lulusan,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Lainnya,Jurnalis/Editor",Umum & Grosir,4800000.0
29642,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),6500000.0
31557,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Makanan & Minuman/Katering/Restoran,2750000.0
21757,IDR,Supervisor/Koordinator,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Akunting / Audit / Layanan Pajak,12000000.0
25176,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Produk Konsumen/Barang konsumen yang bergerak cepat,2479205.0
31287,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Manufaktur/Produksi,3900000.0
11093,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Manufaktur,Penjaminan Kualitas / QA",Retail/Merchandise,3600000.0
13199,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",,5700000.0
29101,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Teknik,Mekanikal",,12500000.0
14450,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Kontrak,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Konstruksi/Bangunan/Teknik,4320930.0
7301,IDR,Pegawai,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Pendidikan/Pelatihan,Pendidikan",Pendidikan,5750000.0
18334,IDR,Pegawai,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2), Doktor (S3)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Transportasi/Logistik,10500000.0
12160,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Kontrak,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Konstruksi/Bangunan/Teknik,5250000.0
1651,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Umum & Grosir,2160000.0
12274,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Manajemen/Konsulting HR,11500000.0
18332,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Asuransi,4000000.0
1588,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Manajemen/Konsulting HR,2880000.0
8515,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Bahan Kimia/Pupuk/Pestisida,9600000.0
20475,IDR,Lulusan,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior",Pelayanan Arsitek/Desain Interior,4500000.0
21028,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),5000000.0
17391,IDR,Lulusan,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Asuransi,3325000.0
13483,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Kesehatan/Medis,5000000.0
13863,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Teknik,Teknik Lingkungan",Produk Konsumen/Barang konsumen yang bergerak cepat,2400000.0
26425,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior",Retail/Merchandise,6000000.0
30308,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Manufaktur/Produksi,3150000.0
23210,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Manajemen/Konsulting HR,12000000.0
9212,IDR,Supervisor/Koordinator,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Manufaktur/Produksi,10500000.0
30780,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM, Sarjana (S1)",0,1,1,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Retail/Merchandise,8500000.0
22302,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Teknik,Teknik Lingkungan",Manufaktur/Produksi,9000000.0
28857,IDR,Pegawai,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Manajemen/Konsulting HR,7000000.0
28605,IDR,Manajer/Asisten,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Teknik,Mekanikal",Properti/Real Estate,9600000.0
9101,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Layanan Kesehatan,Farmasi",Kesehatan/Medis,2400000.0
18131,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Pendidikan/Pelatihan,Pendidikan",Pendidikan,8500000.0
21273,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,0,0,1,1,1,0,0,0,0,Penuh Waktu,"Teknik,Teknik Lingkungan",Manufaktur/Produksi,6000000.0
11827,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Pelayanan,Layanan Pelanggan",Pendidikan,5000000.0
6886,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Kontrak,"Akuntansi / Keuangan,Keuangan / Investasi Perusahaan ",Konstruksi/Bangunan/Teknik,4500000.0
4778,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),9600000.0
16737,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",,5000000.0
12074,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Kelautan/Aquakultur,4800000.0
22227,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",Umum & Grosir,7500000.0
24239,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,E-commerce",Makanan & Minuman/Katering/Restoran,4600000.0
15789,IDR,Manajer/Asisten,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Retail/Merchandise,3000000.0
14425,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,1,1,1,1,1,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Perbankan/Pelayanan Keuangan,2500000.0
29926,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Lainnya,2760000.0
29365,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Sekretaris",Polymer/Plastik/Karet/Ban,6000000.0
30061,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Temporer,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis","Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",5400000.0
1112,IDR,Manajer/Asisten,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",,12500000.0
10000,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Manufaktur/Produksi,4800000.0
5512,IDR,Lulusan,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Kontrak,"Pendidikan/Pelatihan,Pelatihan & Pengembangan",Pendidikan,4750000.0
27796,IDR,Manajer/Asisten,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,0,0,1,1,1,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,E-commerce",Perawatan/Kecantikan/Fitnes,10000000.0
21886,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",3000000.0
5256,IDR,Lulusan,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Komputer/Teknik Informatika (Perangkat Lunak),7500000.0
29658,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Manufaktur,Penjaminan Kualitas / QA",Manufaktur/Produksi,9000000.0
30550,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM, Sarjana (S1)",0,1,1,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Umum & Grosir,5500000.0
16576,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Produk Konsumen/Barang konsumen yang bergerak cepat,11250000.0
27603,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Kontrak,"Manufaktur,Pembelian/Manajemen Material",Produk Konsumen/Barang konsumen yang bergerak cepat,2400000.0
26563,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Lainnya,Pekerjaan Umum",Manufaktur/Produksi,5250000.0
18202,IDR,Manajer/Asisten,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Konstruksi/Bangunan/Teknik,12500000.0
16088,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Makanan & Minuman/Katering/Restoran,2050000.0
7229,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Pendidikan/Pelatihan,Pelatihan & Pengembangan",Manajemen/Konsulting HR,30000000.0
168,IDR,Lulusan,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Retail/Merchandise,5250000.0
205,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Paruh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Asuransi,9720000.0
8177,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Tekstil/Garment,4100000.0
31646,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Perawatan/Kecantikan/Fitnes,4800000.0
4681,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",Retail/Merchandise,3000000.0
18504,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Retail/Merchandise,5750000.0
1049,IDR,Supervisor/Koordinator,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Kontrak,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",,4800000.0
6832,IDR,Lulusan,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,1,1,1,1,1,0,0,0,0,Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",Automobil/Mesin Tambahan Automotif/Kendaraan,3250000.0
12229,IDR,Supervisor/Koordinator,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Lainnya,Lainnya/Kategori tidak tersedia",Telekomunikasi,7500000.0
702,IDR,Pegawai,"SMA, SMU/SMK/STM",0,1,1,0,0,0,0,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Transportasi/Logistik,4500000.0
6475,IDR,Supervisor/Koordinator,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Lainnya,Lainnya/Kategori tidak tersedia",Transportasi/Logistik,2750000.0
23670,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Komputer/Teknik Informatika (Perangkat Lunak),5900000.0
13918,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif","Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",11500000.0
21425,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Makanan & Minuman/Katering/Restoran,3000000.0
19530,IDR,Supervisor/Koordinator,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Pendidikan/Pelatihan,Pelatihan & Pengembangan",Konsultasi (Bisnis & Manajemen),7200000.0
26268,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Akuntansi / Keuangan,Audit & Pajak",Umum & Grosir,7250000.0
30880,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Retail/Merchandise,7500000.0
5394,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Penuh Waktu,"Layanan Kesehatan,Diagnosa/Lainnya",Makanan & Minuman/Katering/Restoran,18000000.0
2346,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Pendidikan,5250000.0
31031,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Kontrak,"Teknik,Teknik Elektro",,5200000.0
5875,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Pelayanan,Layanan Pelanggan",Konsultasi (Bisnis & Manajemen),6000000.0
21644,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,0,0,1,1,1,0,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Umum & Grosir,6000000.0
13057,IDR,Manajer/Asisten,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Layanan Kesehatan,Praktisi/Asisten Medis",Makanan & Minuman/Katering/Restoran,14000000.0
18737,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Perbankan/Pelayanan Keuangan,4500000.0
19496,IDR,Pegawai,Tidak terspesifikasi,1,0,0,0,0,0,0,0,0,0,Kontrak,"Pelayanan,Logistik/Rantai Pasokan",Transportasi/Logistik,3600000.0
14749,IDR,Supervisor/Koordinator,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Lainnya,5050000.0
5051,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",0,1,1,1,1,1,0,0,0,0,Kontrak,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Pelayanan Arsitek/Desain Interior,4800000.0
11212,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR","Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",6000000.0
20640,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,1,1,1,1,1,1,1,Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Manajemen/Konsulting HR,8000000.0
11565,IDR,Supervisor/Koordinator,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Retail/Merchandise,3750000.0
21029,IDR,Pegawai,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,1,1,1,1,1,1,0,0,0,Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Retail/Merchandise,3750000.0
18492,IDR,Pegawai,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Periklanan/Marketing/Promosi/Hubungan Masyarakat,5000000.0
6161,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Industri Berat/Mesin/Peralatan,7000000.0
24012,IDR,Pegawai,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",0,0,0,0,0,0,1,1,1,1,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Manajemen/Konsulting HR,5500000.0
29105,IDR,Pegawai,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",0,0,0,1,1,1,1,0,0,0,Penuh Waktu,"Manufaktur,Manufaktur",,4300000.0
13056,IDR,Manajer/Asisten,Sarjana (S1),0,0,0,0,0,0,1,0,0,0,Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",Transportasi/Logistik,15000000.0
